News#,Title Content, match,Score,Polarity
321,"RECENT INITIAL SHARE OFFERINGS FILED WITH SEC",,0,Neutral
322,"E-TRON NAMES DIRECTOR OF CHAFF DIVISION",chaff,-1,Negative
323,"PERCEPTRONICS &lt;PERC> UNIT GETS NAVY CONTRACT",,0,Neutral
324,"BERMUDA STAR &lt;BSL> LEASES VESSEL",,0,Neutral
325,"IRAQ SAYS FIERCE FIGHTING TO DISLODGE IRANIANS",fierce,-1,Negative
326,"PREMDOR PLANS TWO-FOR-ONE STOCK SPLIT",split,-1,Negative
327,"TELETRAK ADVANCED TECHNOLOGY 4TH QTR LOSS",loss, advanced,0,Neutral
328,"&lt;HOOKER CORP LTD> NAMES NEW PRESIDENT FOR UNIT",,0,Neutral
329,"CANNON &lt;CAN> SELLS STAKE IN HBO/CANNON VENTURE",,0,Neutral
330,"GENCORP &lt;GY> STAYS ON S/P CREDITWATCH, NEGATIVE",negative,-1,Negative
331,"HOUSTON OIL TRUST &lt;HO> HALTS ROYALTIES",trust,1,Positive
332,"UPPER PENINSULA POWER CO &lt;UPEN> SETS PAYOUT",,0,Neutral
333,"NY COFFEE FUTURES CLOSE HIGHER",,0,Neutral
334,"ITT CORP &lt;ITT> DECLARES DIVIDEND",,0,Neutral
335,"DAILY MIDWEST LIVESTOCK SUMMARY - USDA",,0,Neutral
336,"PACIFIC LIGHTING CORP &lt;PLT> QTLY DIVIDEND",,0,Neutral
337,"STALEY CONTINENTAL &lt;STA> REGULAR DIVIDEND SET",,0,Neutral
338,"ITT CORP &lt;ITT> REGULAR QTRLY DIVIDEND",,0,Neutral
339,"HOG/CORN RATIO UP IN WEEK - USDA",,0,Neutral
340,"COMTERM, GENERAL INSTRUMENT (GRL) IN CONTRACT",,0,Neutral
341,"WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT",falls,-1,Negative
342,"MINNEAPOLIS DAILY CASH GRAIN CLOSE (RAIL) USDA",rail,-1,Negative
343,"CRYODYNAMICS &lt;CRYD> WARRANTS CONVERTED",,0,Neutral
344,"MOODY'S DOWNGRADES DAYTON HUDSON'S 1.3 BILLION DLRS OF DEBT",moody, debt,-2,Negative
345,"SUN &lt;SUN> RAISES HEATING OIL BARGE PRICE",,0,Neutral
346,"WALL STREET STOCKS LOWER IN LATE TRADING",,0,Neutral
347,"U.S. SELLING 13.2 BILLION DLRS OF 3 AND 6-MO BILLS APRIL 13 TO PAY DOWN 12.35 BILLION DLRS",,0,Neutral
348,"LEVITT &lt;LVT> FILES FOR DEBENTURE OFFERING",,0,Neutral
349,"SPORTSCENE ACQUIRES CHRISTOPHE VAN HOUTTE CHAIN",,0,Neutral
350,"U.S. CONSUMER CREDIT ROSE 1.77 BILLION DLRS IN FEB VS REVISED 789 MLN JAN GAIN",gain,1,Positive
351,"NYSE TUMBLES 45 POINTS ON PROFIT TAKING AND FUTURES RELATED SELL PROGRAMS, TRADERS SAY",tumbles,-1,Negative
352,"RONSON CORP &lt;RONC> 4TH QTR DEC 31",,0,Neutral
353,"IRAQ REPORTS FIERCE FIGHTING TO REMOVE IRANIANS",fierce,-1,Negative
354,"WESTMIN TO RAISE MYRA FALLS CAPACITY BY 33 PCT",falls,-1,Negative
355,"TREASURY BALANCES AT FED ROSE ON APRIL 6",,0,Neutral
356,"GENERAL PHYSICS &lt;GPHY> TO PURCHASE SHARES",,0,Neutral
357,"ITT CORP TO BUY BACK UP TO 10 MLN SHARES OF COMMON STOCK",,0,Neutral
358,"KANSAS CITY TRUCK PRICES - USDA",,0,Neutral
359,"U.S. TO SELL 13.2 BILLION DLRS IN BILLS",,0,Neutral
360,"MANUFACTURERS &lt;MHC> IN BUILDING FORECLOSURE",,0,Neutral
361,"TEXACO FILES IN TEXAS COURT TO ENJOIN 10.3 BILLION DLR BOND, PENNZOIL ATTORNEY",enjoin,-1,Negative
362,"ITT STOCK BUYBACK TO INCLUDE COMMON AND PREFERRED SHARES",,0,Neutral
363,"TERRACE BANK OF FLORIDA TO SELL 500,000 SHARES",,0,Neutral
364,"HI-SHEAR INDUSTRIES INC &lt;HSI> SETS PAYOUT",,0,Neutral
365,"COCA-COLA BOTTLING &lt;COKE> TERMINATES TALKS",,0,Neutral
366,"N.Y. FCOJ FUTURES CLOSE HIGHER",,0,Neutral
367,"ITT &lt;ITT> TO BUY BACK COMMON, PREFERRED ISSUES",issues,-1,Negative
368,"WINNIPEG OILSEED FUTURES END UP, GRAINS MIXED",,0,Neutral
369,"WEEKLY ELECTRIC OUTPUT UP 11.1 PCT FROM 1986",,0,Neutral
370,"U.S. DEBT FUTURES CLOSE DOWN, NEAR DAILY LOWS",debt,-1,Negative
371,"DAYTON HUDSON &lt;XXX> DOWNGRADED BY MOODY'S",moody,-1,Negative
372,"JAPANESE CRUSHERS BUY CANADIAN RAPESEED",,0,Neutral
373,"CAREPLUS &lt;CPLS> SEEKS APPROVAL IN ACQUISITION",approval,1,Positive
374,"WALL STREET CLOSE SHARPLY LOWER",sharply,-1,Negative
375,"N.Y. PHYSICAL COFFEE MARKET SEES LIGHT BUSINESS",,0,Neutral
376,"SOUTHERN UNION &lt;SUG> TO SELL NOTES, DEBENTURES",,0,Neutral
377,"CANADA STOCKS CLOSE LOWER ON PROFIT TAKING",,0,Neutral
378,"U.S. ENERGY FUTURES SETTLE WITH MODEST GAINS",gains, modest,2,Positive
379,"U.S. FEB CONSUMER CREDIT ROSE 1.77 BILLION DLRS",,0,Neutral
380,"YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER",retaliatory,-1,Negative
381,"GULF EDIBLE OIL PRICES - April 7",,0,Neutral
382,"TEXACO &lt;TX> FILES TO ENJOIN 10.3 BILLION DLR BOND",enjoin,-1,Negative
383,"MOODY'S AFFIRMS UNITED TECHNOLOGIES &lt;UTX> DEBT",moody, debt,-2,Negative
384,"YEUTTER CALLS TEXTILE BILL ""PURE PROTECTIONISM""",pure,1,Positive
385,"GROUP TO BUY MORE INTERMEDICS &lt;ITM> SHARES",,0,Neutral
386,"SEAGATE TECHNOLOGY &lt;SGAT> 3RD QTR MARCH 3 NET",,0,Neutral
387,"GROUP RAISES TEXSTYRENE &lt;FOAM> STAKE TO 11.7 PCT",,0,Neutral
388,"ENRO HOLDING BUYS ENRO SHIRT AND FOXCROFT",,0,Neutral
389,"NEBRASKA FEEDLOT CATTLE UP 0.50/1.00 DLR - USDA",,0,Neutral
390,"SPARTECH &lt;SPTN> REVERSE STOCK SPLIT APPROVED",split,-1,Negative
391,"PEOPLE RIDESHARING SYSTEMS &lt;RIDE> 1ST QTR NET",,0,Neutral
392,"SUPERMARKETS GENERAL &lt;SGL> AFFIRMED BY S/P",,0,Neutral
393,"ITT CORP TO REDEEM THREE SERIES OF PREFERRED STOCK",redeem,1,Positive
394,"GAO FARM CREDIT PLAN SUPPORTED BY KEY LAWMAKER",supported,1,Positive
395,"BRAZIL'S DEBT CRISIS BECOMING POLITICAL CRISIS",crisis, debt,-3,Negative
396,"WALL STREET STOCKS CLOSING AVERAGES",,0,Neutral
397,"AMEX STOCK PRICES CLOSE LOWER",,0,Neutral
398,"BRAZIL SETS UP SPECIAL DEBT COMMISSION",debt,-1,Negative
399,"DESJARDINS GROUP LOWERS VISA INTEREST RATE",,0,Neutral
400,"SEEQ TECHNOLOGY INC &lt;SEEQ> 2ND QTR MARCH 31",,0,Neutral
401,"TX/W OKLA FEEDLOT CATTLE STDY/UP 0.50 DLR-USDA",,0,Neutral
402,"N.Y. OILSEEDS REPORT",,0,Neutral
403,"BAHIA COCOA FUTURES CLSG",,0,Neutral
404,"LITTLE INDUSTRY IMPROVEMENT - DATA GENERAL &lt;DGN>",improvement,1,Positive
405,"MINNEAPOLIS HFCS TRADE PUT AT 109 CONTRACTS",,0,Neutral
406,"DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK",losses, modest,0,Neutral
407,"SENATE EXTENDS DAIRY COMMISSION REPORT",,0,Neutral
408,"CENTRAL U.S. CARLOT PORK TRADE - USDA - APRIL 7",,0,Neutral
409,"U.S.-SDR RATE MOVES TO 1.28435",,0,Neutral
410,"REPUBLICBANK &lt;RPT> DEBT DOWNGRADED BY S/P",debt,-1,Negative
411,"NACCO INDUSTRIES &lt;NC> TO REPORT 2ND QTR GAIN",gain,1,Positive
412,"NYFE TO MOVE TO N.Y. COTTON EXCHANGE",,0,Neutral
413,"INTERFACE FLOORING SYSTEMS &lt;IFSIA> IN OFFERING",,0,Neutral
414,"CASH WHOLESALE PORK PRICES",,0,Neutral
415,"SENATE EXTENDS DAIRY COMMISSION REPORT",,0,Neutral
416,"BRAZILIAN SOYBEAN AND PRODUCT MARKET",,0,Neutral
417,"BUFFTON &lt;BUFF> TO POST INVESTIGATION CHARGE",,0,Neutral
418,"CASH WHOLESALE BEEF PRICES",,0,Neutral
419,"YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS",problems,-1,Negative
420,"ASCS TERMINAL MARKET VALUES FOR PIK GRAIN",,0,Neutral
421,"SUMMER/WINTER TIME CHANGES.",,0,Neutral
422,"N.Y. RUBBER REPORT",,0,Neutral
423,"AMERICAN DYNAMICS &lt;AMDC> TO SELL 51 PCT STAKE",,0,Neutral
424,"ITT &lt;ITT> TO REDEEM THREE PREFERRED ISSUES",redeem, issues,0,Neutral
425,"COMMODITY RESEARCH BUREAU PRICES INDEX New York,",,0,Neutral
426,"CONRAIL FILES PETITION AGAINST ERIE &lt;ERIE>",,0,Neutral
427,"BOXED BEEF CUT-OUT VALUE/MOVEMENT-USDA",,0,Neutral
428,"REUTER COMMODITY HIGHLIGHTS 2100 GMT APRIL 7",,0,Neutral
429,"GRAIN SHIPS LOADING AT PORTLAND",,0,Neutral
430,"ITALY'S ENI TO INVEST IN VENEZUELAN PROJECTS",,0,Neutral
431,"BRAZILIAN DOMESTIC SOYBEAN AND PRODUCT",,0,Neutral
432,"DREXEL TELLS U.S. STOCK BUYERS TO LOOK ABROAD",,0,Neutral
433,"EASTERN KANSAS FEEDLOT CATTLE STEADY - USDA",steady,1,Positive
434,"WESTERN KANSAS FEEDLOT CATTLE STDY/UP 0.50 - USDA",,0,Neutral
435,"TEXACO CONFIRMS IT FILED PETITION FOR RELIEF FROM BOND PROVISIONS IN TEXAS APPEALS COURT",relief,1,Positive
436,"REPUBLICBANK &lt;RPT> TO RECLASSIFY BRAZIL LOANS",,0,Neutral
437,"SUPPLIES, MIDEAST TENSION FUEL GAINS IN OIL",tension, gains,0,Neutral
438,"U.S. STOCK INDEX FUTURES PLUMMET IN LATE TRADE",,0,Neutral
439,"CANADIAN BONDS CLOSE LOWER",,0,Neutral
440,"FOB U.S. GULF CORN VALUES SLIGHTLY FIRMER",firmer,1,Positive
441,"API SAYS DISTILLATE STOCKS UP 628,000 BBLS, GASOLINE UP 2.29 MLN, CRUDE UP 8.52 MLN",crude,-1,Negative
442,"SOUTHERN TEXAS GRAIN DIFFERENTIALS ADJUSTED",,0,Neutral
443,"TEXACO &lt;TX> CONFIRMS TEXAS COURT FILING",,0,Neutral
444,"U.S. CREDIT MARKETS CLOSE SHARPLY LOWER",sharply,-1,Negative
445,"DOLLAR ENDS WITH MODEST LOSSES IN NEW YORK",losses, modest,0,Neutral
446,"YEUTTER OPPOSES U.S. RETALIATORY POWER TRANSFER",retaliatory,-1,Negative
447,"YEUTTER CALLS TEXTILE BILL ""PURE PROTECTIONISM""",pure,1,Positive
448,"YEUTTER BLAMES OVERPRODUCTION FOR TRADE PROBLEMS",problems,-1,Negative
449,"AMOSKEAG BANK &lt;AMKG> TO SEEK REHEARING",,0,Neutral
450,"EXPORT BUSINESS - GRAINS/OILSEEDS COMPLEX",complex,-1,Negative
451,"EGYPT SAID TO CANCEL PL480 SOFT WHEAT TENDER",tender, soft,2,Positive
452,"DOE RECOMMENDS SPECIAL UNIT TO ENRICH URANIUM",enrich,1,Positive
453,"RED LION INNS L.P. BEGINS OFFERING",,0,Neutral
454,"JORDAN BOOSTS BIDS IN EXPORT BONUS WHEAT TENDER",tender, bonus,2,Positive
455,"MOROCCO TENDERS THURSDAY FOR PL 480 WHEAT",,0,Neutral
456,"U.S. CREDIT MARKETS CLOSE SHARPLY LOWER",sharply,-1,Negative
457,"COMMODITIES TODAY IN WASHINGTON FOR APRIL 8",,0,Neutral
458,"BAKER, VOLCKER MEET WEST GERMAN OFFICIALS",,0,Neutral
459,"LAC &lt;LAC> BOOSTING EXPLORATION SPENDING",,0,Neutral
460,"TRILON DECLARES STOCK DIVIDEND",,0,Neutral
461,"LAC MINERALS BOOSTING EXPLORATION SPENDING",,0,Neutral
462,"LOGICON INC &lt;LGN> GETS CONTRACT ADD-ONS",,0,Neutral
463,"API SAYS DISTILLATE, GASOLINE STOCKS UP IN WEEK",,0,Neutral
464,"REUTER CANADA BUSINESS HIGHLIGHTS",,0,Neutral
465,"REUTER MONEY NEWS HIGHLIGHTS 2145 GMT APRIL 7",,0,Neutral
466,"FIRST TORONTO COMPLETES ISSUE",issue,-1,Negative
467,"ALLEGHENY &lt;AG> PREFERED SHAREHOLDERS FILE SUIT",prefered,1,Positive
468,"CAPITAL CITIES/ABC'S &lt;CCB> ABC TV IN DEAL",,0,Neutral
469,"TAP AIR PORTUGAL SIGNS CONTRACT FOR AIRBUS",,0,Neutral
470,"CANADIANS URGE EXEMPTION FROM U.S. TRADE BILL",,0,Neutral
471,"INTERFACE &lt;IFSIA> BEGINS OFFERING",,0,Neutral
472,"CHEVRON &lt;CHV> LAUNCHES PLATFORM OFF CALIFORNIA",,0,Neutral
473,"MARITRANS L.P. BEGINS OFFERING",,0,Neutral
474,"AMERICAN AGRONOMICS CORP &lt;AGR> 2ND QTR FEB 28",,0,Neutral
475,"NASA PICKS BOEING &lt;BA> FOR SYSTEM CONTRACT",,0,Neutral
476,"JAPAN SEEKS TO STRENGTHEN PARIS ACCORD ON CURRENCIES, JAPANESE OFFICIALS SAY",,0,Neutral
477,"CURRENCY TARGET ZONES WILL NOT BE DISCUSSED AT G-7 MEETING, JAPANESE OFFICIALS SAY",,0,Neutral
478,"REUTER BUSINESS NEWS HIGHLIGHTS, APRIL 7",,0,Neutral
479,"TEXAS MAY CONSIDER INCOME TAX TO SOLVE BUDGET WOES",,0,Neutral
480,"GYNEX &lt;GYNXU>, SEARLE END MARKETING PACT",,0,Neutral
481,"HELIG-MEYERS CO &lt;HMY> INCREASES DIVIDEND",,0,Neutral
482,"HELIG-MEYERS CO &lt;HMY> YEAR FEB 28",,0,Neutral
483,"NANOMETRICS INC &lt;NANO> REDUCES WORKFORCE",,0,Neutral
484,"SENATE REPORT - REAGAN PLANS EARLY SDI DEPLOYMENT",,0,Neutral
485,"KELLY OIL AND GAS PARTNERS &lt;KLY> YEAR DEC 31",,0,Neutral
486,"TRANS-CANADA RESOURCES WINS FILING EXTENSION",wins,1,Positive
487,"JAPAN SEEKS TO STRENGTHEN PARIS CURRENCY ACCORD",,0,Neutral
488,"MOODY'S SAYS LOWER RATINGS SHOW 1987 DOWNTREND",moody,-1,Negative
489,"COMSAT &lt;CQ> CHANGES NAME OF HI-NET UNIT",,0,Neutral
490,"AMERITRUST &lt;AMTR> INTRODUCES IRA FUND",,0,Neutral
491,"TCW CONVERTIBLE SECURITIES &lt;CVT> SETS DIVIDEND",,0,Neutral
492,"AUSTRALIAN DOLLAR OPENS EASIER",easier,1,Positive
493,"HOUSE COMMITTEE SLASHES ""STAR WARS"" FUNDING",,0,Neutral
494,"RUDING SAYS BANKS, DEBTORS SHOULD TAKE LEAD",lead,1,Positive
495,"CURRENCY FUTURES TO KEY OFF G-5, G-7 MEETINGS",,0,Neutral
496,"TEXACO GETS TEMPORARY RESTRAINING ORDER FROM TEXAS COURT AGAINST PENNZOIL",,0,Neutral
497,"TEXACO &lt;TX> GETS TEMPORARY RESTRAINING ORDER",,0,Neutral
498,"POEHL WARNS AGAINST FURTHER DOLLAR FALL",fall,-1,Negative
499,"N.Z. UNEMPLOYMENT RATE 3.9 PCT IN DECEMBER QUARTER",,0,Neutral
500,"DOLLAR OPENS EASIER IN TOKYO",easier,1,Positive
501,"N.ZEALAND RESERVE BANK GIVES BOND TENDER DETAILS",tender,1,Positive
502,"Bank of Japan buys dollars shortly after opening at around 145.30 yen -- dealers",,0,Neutral
503,"BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING",,0,Neutral
504,"U.S. DOLLAR OPENS LOWER IN HONG KONG",,0,Neutral
505,"JAPAN RUBBER STOCKS FALL IN MARCH",fall,-1,Negative
506,"SOUTH KOREAN WON FIXED AT 25-MONTH HIGH",won,1,Positive
507,"TOKYO GOLD FUTURES OPEN SLIGHTLY FIRMER",gold, firmer,2,Positive
508,"HONG KONG TERM MONEY 1000 - APR 8",,0,Neutral
509,"GOLD OPENS FIRMER IN HONG KONG",gold, firmer,2,Positive
510,"SYDNEY FINANCIAL FUTURES OPEN MIXED",,0,Neutral
511,"U.S. INTEREST RATE FUTURES OPEN SLIGHTLY LOWER",,0,Neutral
512,"SIMEX CURRENCY FUTURES EASE IN EARLY TRADING",ease,1,Positive
513,"NIPPON MINING LOWERS COPPER PRICE",,0,Neutral
514,"REUTER WORLD NEWS HIGHLIGHTS 0300 GMT - APRIL 8",,0,Neutral
515,"ASIAN DOLLAR DEPOSITS OPEN QUIETLY MIXED",,0,Neutral
516,"YEN BOND FUTURES HIT RECORD HIGH IN EARLY TRADE",,0,Neutral
517,"H.K. OFFICIAL, STOCK EXCHANGE BAR JARDINE ISSUE",issue,-1,Negative
518,"AUSTRALIAN UNIONS LAUNCH NEW SOUTH WALES STRIKES",,0,Neutral
519,"JAPAN'S LDP URGES MORE IMPORTS OF 12 FARM ITEMS",,0,Neutral
520,"JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS",,0,Neutral
521,"SHARP CORP &lt;SHRP.T> TO SET UP PLANT IN THAILAND",sharp,1,Positive
522,"YUGOSLAV WORKERS MAY BE ANGERED BY LOST SUBSIDIES",lost,-1,Negative
523,"FRENCH GOVERNMENT WINS CONFIDENCE VOTE",wins, confidence,2,Positive
524,"ASIAN EXPORTERS FEAR DAMAGE FROM U.S.-JAPAN RIFT",rift, damage, fear,-3,Negative
525,"UAL &lt;UAL.N> PILOTS PROPOSE WAGE CUT TO FUND BUYOUT",,0,Neutral
526,"CHINA DAILY SAYS VERMIN EAT 7-12 PCT GRAIN STOCKS",,0,Neutral
527,"JAPAN TO REVISE LONG-TERM ENERGY DEMAND DOWNWARDS",,0,Neutral
528,"NISSAN MAY SUPPLY PARTS TO MEXICAN FORD, CHRYSLER",,0,Neutral
529,"NEW ZEALAND RAISES FOREIGN INVESTMENT THRESHOLD",,0,Neutral
530,"THAI TRADE DEFICIT WIDENS IN FIRST QUARTER",,0,Neutral
531,"INDONESIA SEES CPO PRICE RISING SHARPLY",sharply,-1,Negative
532,"JAPANESE CONSORTIUM WINS NEW YORK SUBWAY CAR ORDER",wins,1,Positive
533,"Japan four-year note auction average yield record low 3.714 pct, stop 3.743 -official",,0,Neutral
534,"Tokyo stock market index rises 128.34 to record close of 22,912.99",,0,Neutral
535,"U.S. HOUSE COMMITTEE PROPOSES DEFENCE CUTS",,0,Neutral
536,"NEC SUES SEIKO EPSON OVER COPYRIGHT INFRINGEMENT",sues, infringement,-2,Negative
537,"AUSTRALIAN FOREIGN SHIP BAN ENDS BUT NSW PORTS HIT",,0,Neutral
538,"INDONESIAN COMMODITY EXCHANGE MAY EXPAND",,0,Neutral
539,"SRI LANKA GETS USDA APPROVAL FOR WHEAT PRICE",approval,1,Positive
540,"WESTERN MINING TO OPEN NEW GOLD MINE IN AUSTRALIA",gold,1,Positive
541,"SUMITOMO BANK AIMS AT QUICK RECOVERY FROM MERGER",recovery,1,Positive
542,"SUBROTO SAYS INDONESIA SUPPORTS TIN PACT EXTENSION",supports,1,Positive
543,"SOUTH AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE",work,1,Positive
544,"FINAL TERMS SET ON ATARI CORP CONVERTIBLE EUROBOND",,0,Neutral
545,"BANGLADESH LIKELY TO SET HIGHER DEVELOPMENT PLAN",,0,Neutral
546,"Bundesbank allocates 6.1 billion marks in 28-day repurchase pact at 3.80 pct",,0,Neutral
547,"BUNDESBANK ALLOCATES 6.1 BILLION MARKS IN TENDER",tender,1,Positive
548,"U.N. OFFERS GRANT FOR STUDY ON BANGLADESH BRIDGE",,0,Neutral
549,"EIB 300 MLN GUILDER BULLET BOND PRICED AT PAR",,0,Neutral
550,"BOND CORP STILL CONSIDERING ATLAS MINING BAIL-OUT",,0,Neutral
551,"ECONOMIC SPOTLIGHT - EXCESS MONEY HURTS THAI BANKS",hurts,-1,Negative
552,"CHINA INDUSTRIAL OUTPUT RISES IN FIRST QUARTER",,0,Neutral
553,"SAITAMA BANK ISSUES 100 MLN DLR CONVERTIBLE BOND",issues,-1,Negative
554,"WESTPAC BANKING ISSUES 50 MLN AUSTRALIAN DLR BOND",issues,-1,Negative
555,"JAPANESE AUTOMAKERS TURN TO FOUR-WHEEL STEERING",,0,Neutral
556,"JAPAN MINISTRY SAYS OPEN FARM TRADE WOULD HIT U.S.",,0,Neutral
557,"AMATIL PROPOSES TWO-FOR-FIVE BONUS SHARE ISSUE",issue, bonus,0,Neutral
558,"BOWATER 1986 PRETAX PROFITS RISE 15.6 MLN STG",,0,Neutral
559,"U.K. MONEY MARKET DEFICIT FORECAST AT 250 MLN STG",,0,Neutral
560,"SOUTH KOREA MOVES TO SLOW GROWTH OF TRADE SURPLUS",slow,-1,Negative
561,"FINNS AND CANADIANS TO STUDY MTBE PRODUCTION PLANT",,0,Neutral
562,"GERMAN ENGINEERING WAGE-ROUND TALKS BREAK DOWN",break,-1,Negative
563,"CRA SOLD FORREST GOLD FOR 76 MLN DLRS - WHIM CREEK",gold,1,Positive
564,"MALAYSIA SETS 100 MLN SWISS FRANC NOTES ISSUE",issue,-1,Negative
565,"GERMAN INDUSTRIAL EMPLOYMENT SEEN STAGNATING",,0,Neutral
566,"FEDERAL REALTY ISSUES 75 MLN DLR CONVERTIBLE BOND",issues,-1,Negative
567,"SEOUL STOCK MARKET CONSOLIDATES ON STATE MEASURES",,0,Neutral
568,"MALAYSIA SHELVES HUGE HYDROELECTRIC PROJECT",,0,Neutral
569,"QUEBEC ISSUES 30 BILLION YEN EUROBOND",issues,-1,Negative
570,"BOWATER INDUSTRIES PROFIT EXCEED EXPECTATIONS",exceed,1,Positive
571,"CITIBANK NORWAY UNIT LOSES SIX MLN CROWNS IN 1986",loses,-1,Negative
572,"JAPANESE ECONOMIC PACKAGE SEEN AS MAJOR CHANGE",,0,Neutral
573,"VIEILLE MONTAGNE SAYS 1986 CONDITIONS UNFAVOURABLE",,0,Neutral
574,"VIEILLE MONTAGNE REPORTS LOSS, DIVIDEND NIL",loss,-1,Negative
575,"EC MAINLY FOR TIN EXTENSION, NO U.K. STAND TAKEN",,0,Neutral
576,"IAE CALLS OFF SUPERFAN ENGINE PROJECT",,0,Neutral
577,"JAPAN, BRITAIN TO EXCHANGE SECURITIES MARKET INFO",,0,Neutral
578,"SOUTH KOREA STUDIES RESTRUCTURING FINANCIAL SECTOR",restructuring,1,Positive
579,"JAPAN GIVEN LITTLE HOPE OF AVOIDING U.S. SANCTIONS",,0,Neutral
580,"THAI ZINC EXPORTS FALL IN MARCH",fall,-1,Negative
581,"DUTCH PROPOSE STRICT INSIDER TRADING LAW",strict,-1,Negative
582,"DANSK NATURGAS ISSUES 10 BILLION YEN EUROBOND",issues,-1,Negative
583,"EC SUGAR TENDER HARD TO PREDICT - LONDON TRADE",tender, hard,0,Neutral
584,"NORTH YEMEN CALLS SUGAR BUYING TENDER - TRADE",tender,1,Positive
585,"JAPAN TO HOLD FORMAL FINANCIAL TALKS WITH FRANCE",,0,Neutral
586,"ANHEUSER-BUSCH JOINS BID FOR SAN MIGUEL",,0,Neutral
587,"CHINA CONSTRUCTION BANK MANDATES 150 MLN DLR LOAN",,0,Neutral
588,"ECONOMIC SPOTLIGHT - AUSTRALIAN MARKETS BOOMING",booming,1,Positive
589,"ECONOMIC SPOTLIGHT - KUWAITI ECONOMY",,0,Neutral
590,"MALAYSIA MAY NOT MEET 1987 OIL PALM TARGET",,0,Neutral
591,"ELDERS PLANS TO FLOAT OFF COURAGE PUBS",courage,1,Positive
592,"FREEPORT TO START SULPHUR MINE IN PHILIPPINES",,0,Neutral
593,"BANK OF JAPAN HAS NO COMMENT ON YEN BOND REPORT",,0,Neutral
594,"MAFINA ISSUES 200 MLN SFR BOND WITH WARRANTS",issues,-1,Negative
595,"HOKURIKU ELECTRIC ISSUES 35 MLN DLR WARRANT BOND",issues,-1,Negative
596,"SAITAMA BANK ISSUES 100 MLN SFR CONVERTIBLE",issues,-1,Negative
597,"JARDINE MATHESON SAID IT SETS TWO-FOR-FIVE BONUS ISSUE REPLACING ""B"" SHARES",issue, bonus,0,Neutral
598,"MONIER SAYS BRITAIN'S REDLAND MAY BID FOR IT",,0,Neutral
599,"FEDERAL REALTY ISSUES 75 MLN DLR CONVERTIBLE BOND",issues,-1,Negative
600,"QUEBEC ISSUES 30 BILLION YEN EUROBOND",issues,-1,Negative
601,"ISUZU PLANS NO INTERIM DIVIDEND",,0,Neutral
602,"JAPANESE OFFICIAL TAKES DATA TO MICROCHIP TALKS",,0,Neutral
603,"FRENCH GOVERNMENT WINS CONFIDENCE VOTE",wins, confidence,2,Positive
604,"NORWAY TO TIGHTEN RULES FOR REGISTERING LOANS",,0,Neutral
605,"BELL GROUP CONFIRMS STANDARD CHARTERED STAKE",,0,Neutral
606,"S. AFRICA MINES BODY SEES MAY DAY WORK STOPPAGE",work,1,Positive
607,"NIPPON STEEL DENIES CHINA SEEKING JAPANESE PLANTS",denies,-1,Negative
608,"FRENCH FEBRUARY CAR OUTPUT UP 27.2 PCT",,0,Neutral
609,"JARDINE MATHESON REPLACES ""B"" SHARE BY BONUS ISSUE",issue, bonus,0,Neutral
610,"JAPAN GIVEN LITTLE HOPE OF AVOIDING U.S. SANCTIONS",,0,Neutral
611,"BANK OF JAPAN INTERVENES SOON AFTER TOKYO OPENING",,0,Neutral
612,"MOSCOW INDIGNANT AT REAGAN STATEMENT",indignant,-1,Negative
613,"BATTLES FLARE NEAR SOUTHERN BEIRUT CAMPS",flare,-1,Negative
614,"SOUTH AFRICAN OUTLOOK SEEN BRIGHTER, LIBERTY LIFE",brighter, liberty,2,Positive
615,"MALAYSIAN FUND TO BE LAUNCHED IN U.S. IN MAY",,0,Neutral
616,"INDONESIAN INFLATION RATE 8.8 PCT IN 1986/87",,0,Neutral
617,"U.K. MONEY MARKET GIVEN 53 MLN STG ASSISTANCE",,0,Neutral
618,"COUPON CUT ON KEIHANSHIN REAL ESTATE WARRANT BOND",,0,Neutral
619,"SAN MIGUEL DEAL HIT BY MORE LAWSUITS",,0,Neutral
620,"RAIN BOOSTS CENTRAL QUEENSLAND SUGAR CANE CROP",,0,Neutral
621,"FRENCH TRADERS FORECAST EC SUGAR TENDER",tender,1,Positive
622,"PHILADELPHIA SEES CURRENCY OPTIONS TRADE IN ASIA",,0,Neutral
623,"THYSSEN UNIT TO COOPERATE WITH CANADIAN FIRM",,0,Neutral
624,"ITALY'S LA FONDIARIA TO REPORT HIGHER 1986 PROFITS",,0,Neutral
625,"NATIONAL BANK MORTGAGE ISSUES CANADIAN DLR BOND",issues,-1,Negative
626,"NICKEL PRICES UNLIKELY TO RISE MUCH - SHEARSON",unlikely,-1,Negative
627,"HONG KONG PROVIDES NEW GUARANTEE FOR MTRC DEBTS",debts, guarantee,0,Neutral
628,"HIGHER 1986 PROFIT FOR DUTCH CHEMICAL FIRM DSM",,0,Neutral
629,"POEHL WARNS AGAINST FURTHER DOLLAR FALL",fall,-1,Negative
